(255, 254, 87)
(255, 254, 89)
(255, 252, 86)
(254, 254, 90)
(255, 254, 97)
(255, 254, 90)
(255, 254, 89)
(255, 254, 92)
(255, 251, 87)
(254, 254, 87)
(255, 254, 90)
(255, 252, 85)
(255, 254, 91)
(254, 254, 98)
(255, 254, 89)
(255, 254, 89)
(255, 254, 92)
(255, 250, 87)
(255, 254, 87)
(255, 254, 90)
(255, 252, 85)
(255, 254, 89)
(255, 254, 97)
(255, 253, 90)
(254, 254, 89)
(255, 254, 91)
(255, 251, 87)
(255, 254, 87)
(255, 254, 90)
(255, 252, 85)
(255, 254, 90)
(255, 254, 96)
(255, 253, 90)
(254, 254, 88)
(255, 254, 91)
(255, 250, 86)
(255, 254, 87)
(255, 254, 89)
(255, 252, 85)
(255, 254, 90)
(254, 254, 97)
(255, 254, 89)
(255, 254, 88)
(254, 254, 91)
(255, 250, 87)
(255, 254, 87)
(255, 254, 90)
(255, 252, 85)
(254, 254, 90)
(254, 254, 97)
(255, 253, 90)
(255, 254, 88)
(255, 254, 91)
(255, 250, 86)
(255, 244, 64)
(255, 241, 64)
(254, 235, 61)
(255, 244, 67)
(255, 244, 70)
(254, 238, 65)
(254, 240, 63)
(254, 239, 65)
(253, 233, 63)
(255, 244, 64)
(255, 241, 65)
(254, 235, 61)
(255, 244, 67)
(254, 244, 70)
(254, 238, 65)
(254, 240, 64)
(254, 239, 67)
(254, 233, 63)
(255, 244, 64)
(255, 241, 63)
(254, 235, 60)
(255, 244, 68)
(254, 244, 70)
(254, 238, 65)
(254, 240, 64)
(254, 239, 66)
(254, 233, 63)
(254, 244, 65)
(255, 241, 64)
(254, 235, 61)
(255, 244, 67)
(255, 244, 69)
(254, 238, 63)
(254, 240, 64)
(254, 239, 67)
(254, 233, 63)
(254, 244, 63)
(255, 241, 63)
(254, 235, 61)
(255, 244, 67)
(254, 244, 70)
(254, 238, 64)
(254, 240, 64)
(254, 239, 67)
(254, 233, 62)
(255, 244, 64)
(255, 241, 64)
(254, 235, 61)
(255, 244, 68)
(255, 244, 70)
(254, 238, 65)
(254, 240, 63)
(254, 239, 66)
(254, 233, 63)
(254, 237, 62)
(254, 236, 63)
(254, 231, 60)
(254, 238, 62)
(254, 239, 68)
(254, 234, 65)
(254, 235, 61)
(254, 234, 65)
(252, 230, 62)
(254, 237, 61)
(254, 236, 62)
(254, 231, 60)
(254, 238, 61)
(254, 239, 68)
(254, 234, 64)
(254, 235, 61)
(254, 234, 65)
(252, 229, 62)
(254, 237, 60)
(254, 236, 62)
(253, 232, 60)
(254, 238, 61)
(254, 239, 67)
(254, 234, 64)
(254, 235, 61)
(254, 235, 64)
(252, 229, 62)
(254, 238, 61)
(254, 236, 62)
(254, 231, 60)
(254, 238, 61)
(255, 239, 68)
(254, 234, 65)
(254, 235, 62)
(254, 235, 64)
(252, 230, 61)
(254, 237, 61)
(254, 236, 62)
(253, 232, 60)
(254, 238, 61)
(254, 239, 68)
(254, 234, 64)
(254, 235, 60)
(254, 234, 64)
(252, 230, 62)
(254, 237, 61)
(254, 236, 63)
(254, 231, 60)
(254, 238, 61)
(255, 239, 66)
(254, 234, 64)
(254, 235, 61)
(254, 234, 65)
(252, 229, 61)
(255, 240, 76)
(254, 235, 74)
(254, 226, 66)
(254, 242, 78)
(255, 238, 79)
(254, 228, 70)
(254, 237, 78)
(254, 234, 77)
(252, 224, 69)
(255, 240, 75)
(254, 234, 73)
(254, 225, 65)
(255, 241, 79)
(255, 237, 78)
(254, 227, 69)
(254, 237, 77)
(254, 233, 77)
(252, 223, 68)
(255, 239, 75)
(254, 234, 73)
(254, 225, 66)
(255, 241, 79)
(255, 237, 79)
(254, 227, 71)
(255, 236, 77)
(254, 233, 78)
(252, 223, 69)
(255, 240, 76)
(254, 234, 74)
(254, 225, 66)
(255, 241, 79)
(255, 237, 78)
(254, 227, 70)
(255, 237, 77)
(254, 233, 77)
(252, 223, 69)
(255, 240, 76)
(254, 235, 74)
(254, 225, 67)
(255, 241, 79)
(255, 238, 79)
(254, 227, 70)
(255, 237, 77)
(254, 234, 78)
(253, 223, 69)
(255, 240, 75)
(254, 234, 73)
(254, 225, 67)
(255, 241, 79)
(255, 238, 79)
(254, 227, 70)
(254, 237, 77)
(254, 233, 78)
(252, 223, 69)
(254, 228, 55)
(254, 228, 59)
(252, 221, 53)
(254, 228, 57)
(254, 229, 62)
(252, 220, 53)
(249, 222, 53)
(250, 222, 56)
(243, 215, 49)
(254, 227, 53)
(254, 228, 58)
(252, 221, 52)
(254, 228, 56)
(254, 229, 62)
(252, 220, 53)
(249, 222, 53)
(251, 223, 55)
(243, 216, 50)
(254, 228, 54)
(254, 229, 58)
(252, 221, 53)
(254, 228, 57)
(254, 229, 63)
(252, 221, 54)
(250, 222, 53)
(251, 223, 56)
(243, 216, 50)
(254, 228, 54)
(254, 229, 58)
(252, 221, 53)
(254, 228, 57)
(254, 229, 63)
(252, 221, 54)
(250, 223, 54)
(251, 222, 57)
(245, 217, 50)
(254, 229, 55)
(254, 229, 59)
(253, 222, 53)
(254, 230, 58)
(254, 230, 64)
(253, 222, 54)
(251, 224, 54)
(252, 224, 57)
(245, 217, 51)
(254, 229, 55)
(254, 229, 60)
(253, 222, 53)
(254, 230, 57)
(254, 230, 64)
(253, 221, 55)
(250, 224, 55)
(251, 224, 57)
(245, 218, 51)
(255, 254, 72)
(255, 254, 77)
(255, 253, 72)
(255, 254, 75)
(255, 254, 77)
(254, 252, 69)
(255, 253, 70)
(255, 253, 71)
(255, 250, 69)
(255, 254, 71)
(254, 254, 76)
(255, 252, 71)
(254, 254, 75)
(255, 254, 76)
(254, 252, 67)
(255, 253, 68)
(255, 253, 71)
(255, 250, 68)
(255, 254, 71)
(255, 254, 75)
(255, 252, 69)
(255, 254, 74)
(255, 254, 76)
(255, 252, 69)
(255, 253, 67)
(255, 253, 71)
(255, 250, 68)
(255, 254, 71)
(255, 254, 75)
(255, 253, 71)
(254, 254, 75)
(255, 254, 76)
(254, 253, 68)
(255, 253, 67)
(255, 253, 71)
(255, 250, 67)
(255, 254, 70)
(255, 254, 75)
(255, 253, 70)
(254, 254, 74)
(255, 254, 76)
(255, 252, 67)
(254, 252, 67)
(255, 253, 70)
(255, 249, 68)
(255, 254, 70)
(255, 254, 75)
(255, 253, 70)
(255, 254, 74)
(255, 254, 76)
(255, 252, 68)
(255, 253, 69)
(255, 253, 70)
(255, 250, 68)
(240, 234, 56)
(237, 229, 52)
(232, 222, 48)
(245, 237, 54)
(241, 231, 49)
(232, 219, 40)
(238, 229, 49)
(234, 223, 48)
(226, 216, 42)
(245, 235, 53)
(242, 230, 53)
(238, 223, 51)
(249, 238, 55)
(245, 230, 53)
(237, 219, 44)
(242, 230, 52)
(238, 223, 49)
(231, 215, 45)
(248, 235, 55)
(245, 230, 54)
(241, 223, 52)
(252, 239, 56)
(248, 231, 51)
(240, 220, 45)
(246, 230, 51)
(242, 224, 50)
(235, 216, 47)
(252, 233, 54)
(250, 228, 55)
(245, 221, 52)
(254, 237, 57)
(253, 230, 52)
(245, 218, 45)
(251, 229, 53)
(247, 222, 53)
(242, 215, 47)
(253, 233, 54)
(251, 228, 54)
(246, 221, 52)
(254, 238, 57)
(253, 231, 53)
(246, 218, 46)
(251, 230, 52)
(247, 222, 51)
(242, 216, 47)
(253, 233, 55)
(250, 228, 55)
(246, 221, 53)
(254, 238, 57)
(253, 230, 54)
(246, 219, 46)
(251, 230, 54)
(247, 223, 50)
(242, 215, 47)
(230, 229, 33)
(228, 225, 34)
(223, 219, 33)
(237, 235, 34)
(232, 228, 30)
(223, 217, 24)
(230, 227, 32)
(226, 222, 32)
(220, 215, 26)
(231, 230, 32)
(228, 226, 33)
(223, 220, 33)
(237, 235, 34)
(233, 228, 31)
(224, 217, 24)
(230, 227, 32)
(226, 222, 31)
(220, 214, 26)
(240, 228, 36)
(238, 224, 36)
(234, 219, 35)
(246, 234, 39)
(242, 227, 35)
(234, 217, 27)
(239, 227, 34)
(237, 221, 34)
(230, 214, 30)
(243, 226, 44)
(241, 222, 46)
(237, 216, 46)
(251, 234, 48)
(245, 225, 44)
(237, 215, 38)
(242, 224, 46)
(240, 219, 45)
(234, 212, 40)
(245, 226, 46)
(242, 222, 47)
(239, 217, 45)
(249, 231, 50)
(246, 226, 46)
(239, 215, 36)
(242, 223, 46)
(241, 220, 43)
(236, 214, 40)
(244, 227, 44)
(243, 223, 45)
(239, 218, 46)
(250, 232, 48)
(247, 227, 45)
(240, 217, 36)
(245, 225, 44)
(242, 221, 44)
(238, 215, 39)
(118, 123, 43)
(114, 118, 38)
(105, 110, 32)
(127, 129, 39)
(116, 120, 37)
(105, 106, 31)
(113, 119, 42)
(114, 114, 43)
(109, 104, 39)
(118, 125, 42)
(111, 120, 40)
(104, 112, 31)
(125, 130, 38)
(114, 121, 37)
(104, 109, 31)
(113, 121, 40)
(110, 116, 46)
(107, 106, 38)
(116, 122, 44)
(110, 117, 40)
(104, 108, 31)
(125, 127, 39)
(115, 118, 36)
(103, 104, 29)
(112, 116, 41)
(111, 112, 43)
(106, 102, 38)
(118, 122, 41)
(111, 117, 37)
(103, 107, 32)
(125, 127, 40)
(114, 117, 36)
(102, 104, 29)
(112, 117, 41)
(112, 112, 43)
(106, 101, 37)
(118, 122, 41)
(112, 117, 38)
(103, 107, 31)
(126, 127, 41)
(114, 118, 37)
(102, 104, 30)
(112, 117, 41)
(111, 112, 42)
(105, 101, 38)
(116, 122, 45)
(111, 117, 38)
(103, 107, 31)
(126, 127, 41)
(114, 118, 37)
(103, 103, 30)
(112, 117, 41)
(111, 112, 42)
(105, 101, 37)
(252, 233, 49)
(248, 228, 48)
(246, 224, 44)
(254, 238, 48)
(251, 231, 45)
(245, 221, 37)
(249, 231, 47)
(245, 226, 47)
(242, 221, 38)
(253, 233, 49)
(250, 227, 49)
(247, 222, 45)
(254, 238, 49)
(253, 230, 43)
(245, 220, 37)
(251, 231, 47)
(248, 225, 45)
(244, 219, 37)
(254, 233, 47)
(250, 228, 48)
(248, 223, 43)
(254, 238, 50)
(253, 230, 44)
(246, 220, 36)
(252, 230, 47)
(248, 225, 46)
(244, 219, 39)
(253, 232, 49)
(250, 227, 47)
(247, 223, 42)
(254, 237, 49)
(253, 229, 45)
(247, 220, 35)
(251, 230, 47)
(248, 224, 43)
(244, 219, 38)
(253, 232, 50)
(250, 227, 48)
(248, 222, 42)
(254, 237, 50)
(253, 229, 44)
(246, 220, 35)
(252, 230, 45)
(248, 224, 44)
(244, 218, 38)
(253, 232, 49)
(250, 227, 47)
(248, 222, 41)
(254, 237, 49)
(252, 229, 45)
(246, 219, 37)
(250, 230, 47)
(248, 225, 43)
(244, 218, 39)
(242, 225, 55)
(234, 219, 61)
(220, 207, 50)
(246, 231, 61)
(237, 222, 63)
(217, 204, 41)
(242, 222, 49)
(234, 216, 54)
(221, 207, 41)
(245, 227, 58)
(240, 220, 52)
(227, 208, 43)
(252, 233, 49)
(246, 225, 45)
(226, 206, 35)
(246, 225, 47)
(242, 220, 46)
(232, 210, 33)
(249, 227, 49)
(244, 220, 49)
(232, 209, 38)
(254, 233, 47)
(249, 226, 45)
(232, 207, 31)
(250, 225, 46)
(247, 222, 42)
(236, 211, 35)
(249, 227, 49)
(244, 221, 48)
(233, 209, 38)
(254, 233, 46)
(249, 226, 44)
(232, 207, 33)
(250, 225, 45)
(245, 221, 43)
(236, 211, 35)
(250, 228, 50)
(245, 222, 48)
(234, 210, 39)
(254, 235, 48)
(250, 227, 46)
(233, 208, 33)
(251, 226, 46)
(247, 222, 42)
(237, 212, 35)
(250, 228, 50)
(245, 222, 50)
(234, 210, 41)
(254, 234, 47)
(250, 227, 45)
(233, 209, 34)
(251, 227, 47)
(247, 223, 44)
(238, 212, 36)
(255, 254, 87)
(255, 254, 89)
(255, 252, 86)
(254, 254, 90)
(255, 254, 97)
(255, 254, 90)
(255, 254, 89)
(255, 254, 92)
(255, 251, 87)
(254, 254, 87)
(255, 254, 90)
(255, 252, 85)
(255, 254, 91)
(254, 254, 98)
(255, 254, 89)
(255, 254, 89)
(255, 254, 92)
(255, 250, 87)
(255, 254, 87)
(255, 254, 90)
(255, 252, 85)
(255, 254, 89)
(255, 254, 97)
(255, 253, 90)
(254, 254, 89)
(255, 254, 91)
(255, 251, 87)
(255, 254, 87)
(255, 254, 90)
(255, 252, 85)
(255, 254, 90)
(255, 254, 96)
(255, 253, 90)
(254, 254, 88)
(255, 254, 91)
(255, 250, 86)
(255, 254, 87)
(255, 254, 89)
(255, 252, 85)
(255, 254, 90)
(254, 254, 97)
(255, 254, 89)
(255, 254, 88)
(254, 254, 91)
(255, 250, 87)
(255, 254, 87)
(255, 254, 90)
(255, 252, 85)
(254, 254, 90)
(254, 254, 97)
(255, 253, 90)
(255, 254, 88)
(255, 254, 91)
(255, 250, 86)
(255, 244, 64)
(255, 241, 64)
(254, 235, 61)
(255, 244, 67)
(255, 244, 70)
(254, 238, 65)
(254, 240, 63)
(254, 239, 65)
(253, 233, 63)
(255, 244, 64)
(255, 241, 65)
(254, 235, 61)
(255, 244, 67)
(254, 244, 70)
(254, 238, 65)
(254, 240, 64)
(254, 239, 67)
(254, 233, 63)
(255, 244, 64)
(255, 241, 63)
(254, 235, 60)
(255, 244, 68)
(254, 244, 70)
(254, 238, 65)
(254, 240, 64)
(254, 239, 66)
(254, 233, 63)
(254, 244, 65)
(255, 241, 64)
(254, 235, 61)
(255, 244, 67)
(255, 244, 69)
(254, 238, 63)
(254, 240, 64)
(254, 239, 67)
(254, 233, 63)
(254, 244, 63)
(255, 241, 63)
(254, 235, 61)
(255, 244, 67)
(254, 244, 70)
(254, 238, 64)
(254, 240, 64)
(254, 239, 67)
(254, 233, 62)
(255, 244, 64)
(255, 241, 64)
(254, 235, 61)
(255, 244, 68)
(255, 244, 70)
(254, 238, 65)
(254, 240, 63)
(254, 239, 66)
(254, 233, 63)
(254, 237, 62)
(254, 236, 63)
(254, 231, 60)
(254, 238, 62)
(254, 239, 68)
(254, 234, 65)
(254, 235, 61)
(254, 234, 65)
(252, 230, 62)
(254, 237, 61)
(254, 236, 62)
(254, 231, 60)
(254, 238, 61)
(254, 239, 68)
(254, 234, 64)
(254, 235, 61)
(254, 234, 65)
(252, 229, 62)
(254, 237, 60)
(254, 236, 62)
(253, 232, 60)
(254, 238, 61)
(254, 239, 67)
(254, 234, 64)
(254, 235, 61)
(254, 235, 64)
(252, 229, 62)
(254, 238, 61)
(254, 236, 62)
(254, 231, 60)
(254, 238, 61)
(255, 239, 68)
(254, 234, 65)
(254, 235, 62)
(254, 235, 64)
(252, 230, 61)
(254, 237, 61)
(254, 236, 62)
(253, 232, 60)
(254, 238, 61)
(254, 239, 68)
(254, 234, 64)
(254, 235, 60)
(254, 234, 64)
(252, 230, 62)
(254, 237, 61)
(254, 236, 63)
(254, 231, 60)
(254, 238, 61)
(255, 239, 66)
(254, 234, 64)
(254, 235, 61)
(254, 234, 65)
(252, 229, 61)
(255, 240, 76)
(254, 235, 74)
(254, 226, 66)
(254, 242, 78)
(255, 238, 79)
(254, 228, 70)
(254, 237, 78)
(254, 234, 77)
(252, 224, 69)
(255, 240, 75)
(254, 234, 73)
(254, 225, 65)
(255, 241, 79)
(255, 237, 78)
(254, 227, 69)
(254, 237, 77)
(254, 233, 77)
(252, 223, 68)
(255, 239, 75)
(254, 234, 73)
(254, 225, 66)
(255, 241, 79)
(255, 237, 79)
(254, 227, 71)
(255, 236, 77)
(254, 233, 78)
(252, 223, 69)
(255, 240, 76)
(254, 234, 74)
(254, 225, 66)
(255, 241, 79)
(255, 237, 78)
(254, 227, 70)
(255, 237, 77)
(254, 233, 77)
(252, 223, 69)
(255, 240, 76)
(254, 235, 74)
(254, 225, 67)
(255, 241, 79)
(255, 238, 79)
(254, 227, 70)
(255, 237, 77)
(254, 234, 78)
(253, 223, 69)
(255, 240, 75)
(254, 234, 73)
(254, 225, 67)
(255, 241, 79)
(255, 238, 79)
(254, 227, 70)
(254, 237, 77)
(254, 233, 78)
(252, 223, 69)
(254, 228, 55)
(254, 228, 59)
(252, 221, 53)
(254, 228, 57)
(254, 229, 62)
(252, 220, 53)
(249, 222, 53)
(250, 222, 56)
(243, 215, 49)
(254, 227, 53)
(254, 228, 58)
(252, 221, 52)
(254, 228, 56)
(254, 229, 62)
(252, 220, 53)
(249, 222, 53)
(251, 223, 55)
(243, 216, 50)
(254, 228, 54)
(254, 229, 58)
(252, 221, 53)
(254, 228, 57)
(254, 229, 63)
(252, 221, 54)
(250, 222, 53)
(251, 223, 56)
(243, 216, 50)
(254, 228, 54)
(254, 229, 58)
(252, 221, 53)
(254, 228, 57)
(254, 229, 63)
(252, 221, 54)
(250, 223, 54)
(251, 222, 57)
(245, 217, 50)
(254, 229, 55)
(254, 229, 59)
(253, 222, 53)
(254, 230, 58)
(254, 230, 64)
(253, 222, 54)
(251, 224, 54)
(252, 224, 57)
(245, 217, 51)
(254, 229, 55)
(254, 229, 60)
(253, 222, 53)
(254, 230, 57)
(254, 230, 64)
(253, 221, 55)
(250, 224, 55)
(251, 224, 57)
(245, 218, 51)
(255, 254, 72)
(255, 254, 77)
(255, 253, 72)
(255, 254, 75)
(255, 254, 77)
(254, 252, 69)
(255, 253, 70)
(255, 253, 71)
(255, 250, 69)
(255, 254, 71)
(254, 254, 76)
(255, 252, 71)
(254, 254, 75)
(255, 254, 76)
(254, 252, 67)
(255, 253, 68)
(255, 253, 71)
(255, 250, 68)
(255, 254, 71)
(255, 254, 75)
(255, 252, 69)
(255, 254, 74)
(255, 254, 76)
(255, 252, 69)
(255, 253, 67)
(255, 253, 71)
(255, 250, 68)
(255, 254, 71)
(255, 254, 75)
(255, 253, 71)
(254, 254, 75)
(255, 254, 76)
(254, 253, 68)
(255, 253, 67)
(255, 253, 71)
(255, 250, 67)
(255, 254, 70)
(255, 254, 75)
(255, 253, 70)
(254, 254, 74)
(255, 254, 76)
(255, 252, 67)
(254, 252, 67)
(255, 253, 70)
(255, 249, 68)
(255, 254, 70)
(255, 254, 75)
(255, 253, 70)
(255, 254, 74)
(255, 254, 76)
(255, 252, 68)
(255, 253, 69)
(255, 253, 70)
(255, 250, 68)
(240, 234, 56)
(237, 229, 52)
(232, 222, 48)
(245, 237, 54)
(241, 231, 49)
(232, 219, 40)
(238, 229, 49)
(234, 223, 48)
(226, 216, 42)
(245, 235, 53)
(242, 230, 53)
(238, 223, 51)
(249, 238, 55)
(245, 230, 53)
(237, 219, 44)
(242, 230, 52)
(238, 223, 49)
(231, 215, 45)
(248, 235, 55)
(245, 230, 54)
(241, 223, 52)
(252, 239, 56)
(248, 231, 51)
(240, 220, 45)
(246, 230, 51)
(242, 224, 50)
(235, 216, 47)
(252, 233, 54)
(250, 228, 55)
(245, 221, 52)
(254, 237, 57)
(253, 230, 52)
(245, 218, 45)
(251, 229, 53)
(247, 222, 53)
(242, 215, 47)
(253, 233, 54)
(251, 228, 54)
(246, 221, 52)
(254, 238, 57)
(253, 231, 53)
(246, 218, 46)
(251, 230, 52)
(247, 222, 51)
(242, 216, 47)
(253, 233, 55)
(250, 228, 55)
(246, 221, 53)
(254, 238, 57)
(253, 230, 54)
(246, 219, 46)
(251, 230, 54)
(247, 223, 50)
(242, 215, 47)
(230, 229, 33)
(228, 225, 34)
(223, 219, 33)
(237, 235, 34)
(232, 228, 30)
(223, 217, 24)
(230, 227, 32)
(226, 222, 32)
(220, 215, 26)
(231, 230, 32)
(228, 226, 33)
(223, 220, 33)
(237, 235, 34)
(233, 228, 31)
(224, 217, 24)
(230, 227, 32)
(226, 222, 31)
(220, 214, 26)
(240, 228, 36)
(238, 224, 36)
(234, 219, 35)
(246, 234, 39)
(242, 227, 35)
(234, 217, 27)
(239, 227, 34)
(237, 221, 34)
(230, 214, 30)
(243, 226, 44)
(241, 222, 46)
(237, 216, 46)
(251, 234, 48)
(245, 225, 44)
(237, 215, 38)
(242, 224, 46)
(240, 219, 45)
(234, 212, 40)
(245, 226, 46)
(242, 222, 47)
(239, 217, 45)
(249, 231, 50)
(246, 226, 46)
(239, 215, 36)
(242, 223, 46)
(241, 220, 43)
(236, 214, 40)
(244, 227, 44)
(243, 223, 45)
(239, 218, 46)
(250, 232, 48)
(247, 227, 45)
(240, 217, 36)
(245, 225, 44)
(242, 221, 44)
(238, 215, 39)
(118, 123, 43)
(114, 118, 38)
(105, 110, 32)
(127, 129, 39)
(116, 120, 37)
(105, 106, 31)
(113, 119, 42)
(114, 114, 43)
(109, 104, 39)
(118, 125, 42)
(111, 120, 40)
(104, 112, 31)
(125, 130, 38)
(114, 121, 37)
(104, 109, 31)
(113, 121, 40)
(110, 116, 46)
(107, 106, 38)
(116, 122, 44)
(110, 117, 40)
(104, 108, 31)
(125, 127, 39)
(115, 118, 36)
(103, 104, 29)
(112, 116, 41)
(111, 112, 43)
(106, 102, 38)
(118, 122, 41)
(111, 117, 37)
(103, 107, 32)
(125, 127, 40)
(114, 117, 36)
(102, 104, 29)
(112, 117, 41)
(112, 112, 43)
(106, 101, 37)
(118, 122, 41)
(112, 117, 38)
(103, 107, 31)
(126, 127, 41)
(114, 118, 37)
(102, 104, 30)
(112, 117, 41)
(111, 112, 42)
(105, 101, 38)
(116, 122, 45)
(111, 117, 38)
(103, 107, 31)
(126, 127, 41)
(114, 118, 37)
(103, 103, 30)
(112, 117, 41)
(111, 112, 42)
(105, 101, 37)
(252, 233, 49)
(248, 228, 48)
(246, 224, 44)
(254, 238, 48)
(251, 231, 45)
(245, 221, 37)
(249, 231, 47)
(245, 226, 47)
(242, 221, 38)
(253, 233, 49)
(250, 227, 49)
(247, 222, 45)
(254, 238, 49)
(253, 230, 43)
(245, 220, 37)
(251, 231, 47)
(248, 225, 45)
(244, 219, 37)
(254, 233, 47)
(250, 228, 48)
(248, 223, 43)
(254, 238, 50)
(253, 230, 44)
(246, 220, 36)
(252, 230, 47)
(248, 225, 46)
(244, 219, 39)
(253, 232, 49)
(250, 227, 47)
(247, 223, 42)
(254, 237, 49)
(253, 229, 45)
(247, 220, 35)
(251, 230, 47)
(248, 224, 43)
(244, 219, 38)
(253, 232, 50)
(250, 227, 48)
(248, 222, 42)
(254, 237, 50)
(253, 229, 44)
(246, 220, 35)
(252, 230, 45)
(248, 224, 44)
(244, 218, 38)
(253, 232, 49)
(250, 227, 47)
(248, 222, 41)
(254, 237, 49)
(252, 229, 45)
(246, 219, 37)
(250, 230, 47)
(248, 225, 43)
(244, 218, 39)
(242, 225, 55)
(234, 219, 61)
(220, 207, 50)
(246, 231, 61)
(237, 222, 63)
(217, 204, 41)
(242, 222, 49)
(234, 216, 54)
(221, 207, 41)
(245, 227, 58)
(240, 220, 52)
(227, 208, 43)
(252, 233, 49)
(246, 225, 45)
(226, 206, 35)
(246, 225, 47)
(242, 220, 46)
(232, 210, 33)
(249, 227, 49)
(244, 220, 49)
